Start_Node,End_Node,Weight
1.0,3.0,6428.0
1.0,4.0,6428.0
1.0,5.0,6428.0
1.0,7.0,6428.0
1.0,11.0,6428.0
1.0,16.0,6428.0
1.0,17.0,6428.0
1.0,23.0,6428.0
1.0,24.0,6428.0
1.0,2.0,6428.0
3.0,1.0,6487.0
3.0,2.0,6487.0
3.0,4.0,6487.0
3.0,5.0,6487.0
3.0,7.0,6487.0
3.0,11.0,6487.0
3.0,17.0,6487.0
3.0,23.0,6487.0
3.0,24.0,6487.0
4.0,1.0,4832.581875
4.0,3.0,4832.581875
4.0,5.0,4832.581875
4.0,7.0,4832.581875
4.0,11.0,4832.581875
4.0,17.0,4832.581875
4.0,23.0,4832.581875
4.0,24.0,4832.581875
5.0,1.0,6876.000000000001
5.0,3.0,6876.000000000001
5.0,4.0,6876.000000000001
5.0,7.0,6876.000000000001
5.0,11.0,6876.000000000001
5.0,17.0,6876.000000000001
5.0,23.0,6876.000000000001
5.0,24.0,6876.000000000001
7.0,1.0,6556.2992
7.0,3.0,6556.2992
7.0,4.0,6556.2992
7.0,5.0,6556.2992
7.0,6.0,6556.2992
7.0,11.0,6556.2992
7.0,17.0,6556.2992
7.0,23.0,6556.2992
7.0,24.0,6556.2992
11.0,3.0,6584.999999999999
11.0,7.0,6714.179999999999
11.0,23.0,6719.0
11.0,33.0,6719.0
11.0,12.0,6055.68
11.0,17.0,6719.0
11.0,20.0,6936.0
11.0,27.0,6898.5
11.0,16.0,5542.69925
11.0,24.0,5542.69925
11.0,1.0,6584.999999999999
11.0,19.0,6917.0
11.0,26.0,6584.999999999999
11.0,18.0,6055.68
11.0,13.0,6936.0
16.0,13.0,6750.0
16.0,15.0,6750.0
16.0,37.0,5372.840550000001
16.0,2.0,6797.0
17.0,15.0,5504.4
17.0,5.0,2670.07125
17.0,6.0,2670.07125
17.0,13.0,6865.000000000001
23.0,2.0,6573.0
23.0,24.0,6573.0
23.0,27.0,6655.0
23.0,22.0,6573.0
23.0,7.0,6837.0
23.0,36.0,6823.0
24.0,2.0,6825.0
24.0,22.0,6676.000000000001
24.0,23.0,6794.0
24.0,27.0,6676.000000000001
24.0,4.0,5293.75
24.0,1.0,6055.78125
24.0,35.0,6825.0
24.0,36.0,6055.78125
2.0,1.0,6553.0
2.0,3.0,6553.0
2.0,4.0,6553.0
2.0,5.0,6553.0
2.0,7.0,6553.0
2.0,11.0,6553.0
2.0,16.0,6784.0
2.0,17.0,6553.0
2.0,23.0,6553.0
2.0,24.0,6553.0
6.0,1.0,6157.54955
6.0,3.0,6157.54955
6.0,4.0,6157.54955
6.0,5.0,6157.54955
6.0,11.0,6157.54955
6.0,17.0,3097.5
6.0,23.0,6157.54955
6.0,24.0,6157.54955
6.0,7.0,6808.0
12.0,3.0,6337.01
12.0,11.0,6337.01
12.0,17.0,6868.74945
12.0,27.0,6337.01
12.0,23.0,6647.0
12.0,19.0,6661.0
12.0,36.0,6661.0
12.0,1.0,6868.74945
12.0,2.0,6868.74945
12.0,32.0,6868.74945
12.0,22.0,6647.0
20.0,16.0,6037.375750000002
20.0,33.0,4927.3029
27.0,1.0,6511.329000000001
27.0,17.0,6816.907400000001
19.0,17.0,4745.34
19.0,24.0,6700.0
18.0,24.0,6700.0
18.0,16.0,6571.500000000001
18.0,15.0,6573.0
18.0,5.0,6758.0
13.0,1.0,4991.63
13.0,10.0,5844.10625
13.0,22.0,4692.33
13.0,9.0,4741.75
13.0,20.0,4692.33
13.0,15.0,4991.63
13.0,19.0,4991.63
13.0,3.0,6689.0
13.0,17.0,4991.63
13.0,29.0,4741.75
13.0,23.0,4991.63
13.0,37.0,4692.33
15.0,12.0,6288.660675
15.0,3.0,6288.660675
15.0,17.0,6842.0
15.0,28.0,4935.308175
15.0,31.0,4935.308175
15.0,16.0,6628.0
15.0,18.0,6628.0
22.0,1.0,6756.0
22.0,12.0,6759.0
22.0,17.0,6759.0
22.0,23.0,6756.0
22.0,27.0,6756.0
22.0,3.0,6756.0
22.0,24.0,6647.0
22.0,9.0,6759.0
22.0,13.0,6759.0
22.0,2.0,6756.0
22.0,5.0,6759.0
36.0,3.0,0.2325646244108623
8.0,1.0,4850.18195
8.0,23.0,5527.420799999999
8.0,15.0,1815.75
8.0,17.0,5527.420799999999
8.0,19.0,1815.75
8.0,3.0,5527.420799999999
8.0,9.0,6913.0
8.0,30.0,6913.0
8.0,36.0,5527.420799999999
9.0,1.0,2995.428825
9.0,11.0,2295.7536
9.0,12.0,6409.0764
9.0,13.0,2995.428825
9.0,15.0,6409.0764
9.0,17.0,5446.790125
9.0,5.0,2295.7536
9.0,19.0,3358.9416
9.0,3.0,6668.825099999999
9.0,22.0,6861.0
9.0,10.0,6249.568000000001
9.0,21.0,2995.428825
9.0,8.0,2995.428825
28.0,30.0,4800.593124999999
28.0,31.0,5387.568749999999
28.0,33.0,6933.0
10.0,1.0,5885.0
10.0,14.0,2687.25
10.0,23.0,6176.0
10.0,27.0,4477.8125
10.0,3.0,6176.0
10.0,5.0,5077.6
10.0,9.0,5077.6
10.0,12.0,6176.0
10.0,17.0,5077.6
21.0,17.0,2860.2000000000003
21.0,13.0,6750.0
21.0,15.0,6750.0
29.0,6.0,2929.5
29.0,28.0,6512.90625
29.0,10.0,6701.000000000001
29.0,31.0,6909.0
29.0,30.0,6512.90625
