Start_Node,End_Node,Weight
25,26,6884.999999999999
25,17,6631.6684
25,19,6631.6684
25,1,6833.0
25,26,6833.0
25,1,982.0312499999999
25,27,982.0312499999999
25,1,6380.970400000001
25,2,6380.970400000001
25,22,6380.970400000001
25,26,6380.970400000001
25,1,0.0
25,4,0.0
25,5,0.0
25,22,0.0
25,32,0.0
26,1,6809.0
26,1,5468.75
26,1,6861.0
26,1,6534.246875
26,2,6534.246875
26,22,6534.246875
26,1,1515.138
26,4,1515.138
26,5,1515.138
26,22,1515.138
26,32,1515.138
27,1,5974.75515
27,2,5974.75515
27,22,5974.75515
27,26,5974.75515
27,1,238.53082499999996
27,4,238.53082499999996
27,5,238.53082499999996
27,22,238.53082499999996
27,32,238.53082499999996
28,1,2937.9019000000003
28,2,2937.9019000000003
28,22,2937.9019000000003
28,26,2937.9019000000003
28,1,522.9200000000001
28,4,522.9200000000001
28,5,522.9200000000001
28,22,522.9200000000001
28,32,522.9200000000001
29,1,5089.499999999999
29,2,5089.499999999999
29,22,5089.499999999999
29,26,5089.499999999999
29,1,2129.5
29,4,2129.5
29,5,2129.5
29,22,2129.5
29,32,2129.5
