Start_Node,End_Node,Weight
7,24,6556.2992
8,1,4850.18195
8,23,4850.18195
8,15,1815.75
8,17,1815.75
8,19,1815.75
8,3,6913.0
8,9,6913.0
8,17,6913.0
8,30,6913.0
8,3,5527.420799999999
8,17,5527.420799999999
8,23,5527.420799999999
8,36,5527.420799999999
9,1,6409.0764
9,11,6409.0764
9,12,6409.0764
9,13,6409.0764
9,15,6409.0764
9,17,6409.0764
9,5,3358.9416
9,13,3358.9416
9,17,3358.9416
9,19,3358.9416
9,1,6861.0
9,3,6861.0
9,22,6861.0
9,3,6249.568000000001
9,10,6249.568000000001
9,3,6668.825099999999
9,11,6668.825099999999
9,21,6668.825099999999
9,17,6597.0
9,17,5446.790125
9,5,2295.7536
9,11,2295.7536
9,13,2295.7536
9,1,2995.428825
9,8,2995.428825
9,13,2995.428825
9,21,2995.428825
10,1,5885.0
10,14,5885.0
10,23,6583.500000000001
10,27,4477.8125
10,3,2687.25
10,14,2687.25
10,5,5077.6
10,9,5077.6
10,12,5077.6
10,17,5077.6
10,3,6176.0
10,12,6176.0
10,23,6176.0
11,3,6714.179999999999
11,7,6714.179999999999
11,23,6714.179999999999
11,33,6953.0
11,12,6502.0
11,17,6502.0
11,20,6502.0
11,23,6502.0
11,12,6898.5
11,17,6898.5
11,27,6898.5
11,16,5542.69925
11,23,5542.69925
11,24,5542.69925
11,1,6917.0
11,12,6917.0
11,19,6917.0
11,26,6917.0
11,1,6055.68
11,3,6055.68
11,12,6055.68
11,18,6055.68
11,1,6584.999999999999
11,3,6584.999999999999
11,26,6584.999999999999
11,17,6719.0
11,23,6719.0
11,33,6719.0
11,13,6936.0
11,20,6936.0
12,3,6956.999999999999
12,11,6956.999999999999
12,17,6956.999999999999
12,3,6822.0
12,11,6822.0
12,27,6822.0
12,17,6668.000000000001
12,23,6668.000000000001
12,19,6661.0
12,23,6661.0
12,36,6661.0
12,3,5574.329999999999
12,17,5574.329999999999
12,3,5613.64375
12,17,5613.64375
12,23,5613.64375
12,27,5613.64375
12,1,6868.74945
12,2,6868.74945
12,17,6868.74945
12,32,6868.74945
12,22,6647.0
12,23,6647.0
12,3,6337.01
12,11,6337.01
12,27,6337.01
13,1,5844.10625
13,10,5844.10625
13,22,5844.10625
13,1,6781.0
13,9,6781.0
13,20,6781.0
13,9,6840.000000000001
13,15,6840.000000000001
13,19,6840.000000000001
13,1,6689.0
13,3,6689.0
13,17,6689.0
13,29,6689.0
13,1,6712.0
13,9,6712.0
13,19,6712.0
13,1,5504.4
13,9,5504.4
13,19,5504.4
13,23,5504.4
13,1,4741.75
13,9,4741.75
13,23,4741.75
13,29,4741.75
13,1,4991.63
13,15,4991.63
13,17,4991.63
13,19,4991.63
13,23,4991.63
13,20,4692.33
13,22,4692.33
13,37,4692.33
22,1,6797.0
22,12,6797.0
22,17,6797.0
22,23,6797.0
22,27,6797.0
22,3,6508.4100499999995
22,23,6508.4100499999995
22,24,6508.4100499999995
22,27,6508.4100499999995
22,23,5955.951250000001
22,24,5955.951250000001
22,27,5955.951250000001
22,23,6756.0
22,24,6756.0
22,27,6756.0
22,3,6647.0
22,9,6647.0
22,12,6647.0
22,13,6647.0
22,24,6647.0
22,1,6756.0
22,2,6756.0
22,3,6756.0
22,27,6756.0
22,5,6759.0
22,9,6759.0
22,12,6759.0
22,13,6759.0
22,17,6759.0
23,2,6665.000000000001
23,24,6665.000000000001
23,27,6665.000000000001
23,2,6916.774149999998
23,22,6916.774149999998
23,24,6916.774149999998
23,27,6916.774149999998
23,2,6753.0
23,22,6753.0
23,24,6753.0
23,27,6753.0
23,2,4993.732150000001
23,7,4993.732150000001
23,22,4993.732150000001
23,24,4993.732150000001
23,36,4993.732150000001
23,2,6655.0
23,22,6655.0
23,24,6655.0
23,27,6655.0
23,7,6823.0
23,22,6823.0
23,24,6823.0
23,36,6823.0
23,2,6837.0
23,7,6837.0
23,22,6837.0
23,24,6837.0
23,2,4893.4312
23,22,4893.4312
23,24,4893.4312
23,2,6573.0
23,22,6573.0
23,24,6573.0
24,2,5496.755
24,22,5496.755
24,23,5496.755
24,2,5791.24
24,22,5791.24
24,23,5791.24
24,27,5791.24
24,2,5532.94375
24,22,5532.94375
24,23,5532.94375
24,2,5293.75
24,4,5293.75
24,22,5293.75
24,2,6861.0
24,22,6861.0
24,23,6861.0
24,2,5974.6878
24,22,5974.6878
24,23,5974.6878
24,27,5974.6878
24,2,5582.040000000001
24,22,5582.040000000001
24,23,5582.040000000001
24,2,6676.000000000001
24,22,6676.000000000001
24,23,6676.000000000001
24,27,6676.000000000001
24,1,6825.0
24,2,6825.0
24,23,6825.0
24,35,6825.0
24,36,6825.0
24,1,6055.78125
24,23,6055.78125
24,36,6055.78125
24,23,6818.000000000001
24,23,6664.553450000001
24,23,6823.999999999999
24,23,6794.0
27,1,6943.872000000001
27,1,6723.0
27,17,6736.0
27,17,6816.907400000001
27,1,6511.329000000001
28,30,4800.593124999999
28,31,6700.0
28,31,5600.73675
28,31,6843.000000000001
28,33,6865.000000000001
28,31,6680.0
28,31,6050.58
28,31,5387.568749999999
28,33,6933.0
29,6,2929.5
29,28,2929.5
29,10,6701.000000000001
29,31,4177.4343
29,28,6728.0
29,28,6909.0
29,31,6909.0
29,28,3136.2728
29,28,6627.0
29,28,6407.32625
29,30,6407.32625
29,28,6512.90625
29,30,6512.90625
